"","id","location","year","month","day","fhours","Gear","catch","nao","amo","oisst","BATHY.DEPTH","lon","lat","Abundance"
"20957","255016_107555_7410","can",2011,10,28,7.5,"RR",0,0.322122604,0.042,11.3899993896484,27,-60.9016666666667,45.2833333333333,NA
"20958","255017_107555_7411","can",2011,11,1,10,"RR",0,-0.184927076,-0.092,11.4899997711182,60,-60.75,45.35,NA
"20959","255018_107555_7412","can",2011,10,24,8,"RR",0,0.700888216,0.042,11.5500001907349,43,-60.8833333333333,45.2666666666667,NA
"20960","255019_107555_7413","can",2011,10,25,9,"RR",0,0.480161279,0.042,11.5500001907349,46,-60.9,45.25,NA
"20961","255020_107555_7414","can",2011,10,27,9,"RR",0,0.14882116,0.042,11.3400001525879,16,-60.8597222222222,45.3175,NA
"20962","255021_159363_7415","can",2011,11,2,9.5,"RR",0,-0.326140016,-0.092,11.5,29,-60.8819444444444,45.2830555555556,NA
"20963","255022_159363_7416","can",2011,11,1,10,"RR",0,-0.184927076,-0.092,11.4899997711182,99,-60.9747222222222,45.3775,NA
"20964","255023_101499_7417","can",2011,11,1,7.5,"RR",0,-0.184927076,-0.092,11.4899997711182,81,-60.9466666666667,45.3913888888889,NA
"20965","255024_101499_7418","can",2011,11,2,6.5,"RR",0,-0.326140016,-0.092,11.5,63,-60.8801666666667,45.2341666666667,NA
"20966","255025_101499_7419","can",2011,10,28,6.5,"RR",0,0.322122604,0.042,11.3899993896484,43,-60.8833333333333,45.2666666666667,NA
"20967","255027_101499_7420","can",2011,10,29,7,"RR",0,0.199150443,0.042,11.3199996948242,27,-60.9016666666667,45.2833333333333,NA
"20968","255028_161301_7421","can",2011,10,27,3,"RR",0,0.14882116,0.042,11.3400001525879,46,-60.9,45.25,NA
"20969","255029_161301_7422","can",2011,10,25,8.5,"RR",0,0.480161279,0.042,11.5500001907349,62,-60.98,45.3619444444444,NA
"20970","255031_153794_7423","can",2011,10,22,9,"RR",0,0.853063107,0.042,11.8899993896484,2,-61.0233333333333,45.3561111111111,NA
"20971","255032_153794_7424","can",2011,10,24,9,"RR",0,0.700888216,0.042,11.5500001907349,10,-60.9305555555556,45.2805555555556,NA
"20972","255033_153242_7425","can",2011,11,2,5.47493812864484,"RR",0,-0.326140016,-0.092,11.5,81,-60.9466666666667,45.3913888888889,NA
"20973","255065_156255_7426","can",2011,11,7,3,"RR",1,1.107955337,-0.092,11.0999994277954,16,-60.8591666666667,45.3177777777778,NA
"20974","255071_160795_7427","can",2011,11,8,1,"RR",1,0.787476718,-0.092,11.1199998855591,63,-60.8801666666667,45.2341666666667,NA
"20975","255072_161301_7428","can",2011,11,8,3,"RR",0,0.787476718,-0.092,11.1199998855591,16,-60.8591666666667,45.3177777777778,NA
"20976","255078_107277_7429","can",2011,10,24,1,"RR",1,0.700888216,0.042,14.5699996948242,58,-64.3894444444445,44.0363888888889,NA
"20977","255078_107277_7430","can",2011,10,25,1,"RR",1,0.480161279,0.042,14.3400001525879,48,-64.4022222222222,44.0948333333333,NA
"20978","255091_994931_7431","can",2011,9,23,12.75,"RR",1,-0.222541273,0.123,16.5,38,-63.4327777777778,44.528,NA
"20979","255092_994931_7432","can",2011,9,23,7.33333333333333,"RR",1,-0.222541273,0.123,16.5,38,-63.4327777777778,44.528,NA
"20980","255094_994931_7433","can",2011,9,25,14.2825471698113,"RR",1,0.524769902,0.123,16.8599987030029,23,-63.4430555555556,44.545,NA
"20981","255095_994931_7434","can",2011,9,23,14.2825471698113,"RR",1,-0.222541273,0.123,16.5,27,-63.4594444444444,44.5478333333333,NA
"20982","255097_994931_7435","can",2011,9,25,14.2825471698113,"RR",1,0.524769902,0.123,16.8599987030029,23,-63.4430555555556,44.545,NA
"20983","255099_994931_7436","can",2011,9,23,14.5142377260982,"RR",1,-0.222541273,0.123,16.5,27,-63.4594444444444,44.5478333333333,NA
"20984","255101_994931_7437","can",2011,9,25,14.5142377260982,"RR",1,0.524769902,0.123,16.8599987030029,2,-63.4722222222222,44.5988888888889,NA
"20985","255102_994931_7438","can",2011,9,26,6,"RR",1,0.18358849,0.123,17.0399990081787,20,-63.4333333333333,44.5666666666667,NA
"20986","255206_161301_7439","can",2011,11,8,3,"RR",1,0.787476718,-0.092,11.1199998855591,16,-60.8591666666667,45.3188888888889,NA
"20987","255308_156255_7440","can",2011,11,9,4,"RR",1,0.543378115,-0.092,11.0900001525879,18,-60.8786666666667,45.3436666666667,NA
"20988","255309_160573_7441","can",2011,11,9,7,"RR",1,0.543378115,-0.092,11.0900001525879,101,-60.9747222222222,45.365,NA
"20989","255310_101499_7442","can",2011,11,9,6.5,"RR",1,0.543378115,-0.092,11.0900001525879,101,-60.9747222222222,45.365,NA
"20990","255367_106723_7443","can",2011,11,10,10,"RR",0,0.24276486,-0.092,11.1199998855591,81,-60.9466666666667,45.3913888888889,NA
"20991","255418_101499_7444","can",2011,11,13,3,"RR",1,0.170817867,-0.092,10.6399993896484,94,-60.9913888888889,45.3638888888889,NA
"20992","255419_104058_7445","can",2011,11,13,1,"RR",1,0.170817867,-0.092,10.6399993896484,16,-60.8591666666667,45.3177777777778,NA
"20993","255427_160464_7446","can",2011,11,10,3,"RR",1,0.24276486,-0.092,11.1199998855591,8,-60.8811111111111,45.347,NA
"20994","255462_105492_7447","can",2011,11,2,8,"RR",0,-0.326140016,-0.092,11.5,47,-60.8905555555556,45.361,NA
"20995","255463_105492_7448","can",2011,11,3,8,"RR",0,-0.135798842,-0.092,11.3299999237061,94,-60.9913888888889,45.3638888888889,NA
"20996","255464_105492_7449","can",2011,11,7,7,"RR",0,1.107955337,-0.092,11.0999994277954,63,-60.8801666666667,45.2341666666667,NA
"20997","255465_106651_7450","can",2011,11,4,10,"RR",0,0.179297552,-0.092,11.1199998855591,94,-60.9913888888889,45.3638888888889,NA
"20998","255466_106651_7451","can",2011,11,3,10,"RR",0,-0.135798842,-0.092,11.3299999237061,63,-60.8801666666667,45.2341666666667,NA
"20999","255467_106651_7452","can",2011,11,1,8,"RR",0,-0.184927076,-0.092,11.4899997711182,16,-60.8591666666667,45.3177777777778,NA
"21000","255468_106651_7453","can",2011,11,6,10,"RR",0,1.081228375,-0.092,11.0500001907349,8,-60.8811111111111,45.347,NA
"21001","255469_106651_7454","can",2011,11,7,10,"RR",0,1.107955337,-0.092,11.0999994277954,8,-60.8811111111111,45.347,NA
"21002","255470_106651_7455","can",2011,11,8,10,"RR",0,0.787476718,-0.092,11.1199998855591,18,-60.8786666666667,45.3436666666667,NA
"21003","255471_106651_7456","can",2011,11,2,10,"RR",0,-0.326140016,-0.092,11.5,60,-60.75,45.35,NA
"21004","255556_101239_7457","can",2011,11,6,3,"RR",0,1.081228375,-0.092,11.0500001907349,94,-60.9913888888889,45.3638888888889,NA
"21005","255557_101239_7458","can",2011,11,1,11,"RR",0,-0.184927076,-0.092,11.4899997711182,94,-60.9913888888889,45.3638888888889,NA
"21006","255558_101239_7459","can",2011,11,2,11,"RR",0,-0.326140016,-0.092,11.5,16,-60.8591666666667,45.3188888888889,NA
"21007","255559_101239_7460","can",2011,11,3,10,"RR",0,-0.135798842,-0.092,11.3299999237061,81,-60.9466666666667,45.3913888888889,NA
"21008","255560_101239_7461","can",2011,11,4,10,"RR",0,0.179297552,-0.092,11.1199998855591,94,-60.9913888888889,45.3638888888889,NA
"21009","255561_101239_7462","can",2011,11,8,7,"RR",0,0.787476718,-0.092,11.1199998855591,94,-60.9913888888889,45.3638888888889,NA
"21010","255562_101239_7463","can",2011,11,9,7,"RR",0,0.543378115,-0.092,11.0900001525879,8,-60.8811111111111,45.347,NA
"21011","255568_105492_7464","can",2011,11,9,1,"RR",1,0.543378115,-0.092,11.0900001525879,47,-60.8905555555556,45.361,NA
"21012","255585_106723_7465","can",2011,11,16,7,"RR",1,-0.022040468,-0.092,10.75,99,-60.9747222222222,45.3775,NA
"21013","255586_101239_7466","can",2011,11,10,6,"RR",0,0.24276486,-0.092,11.1199998855591,81,-60.9466666666667,45.3913888888889,NA
"21014","255588_106651_7467","can",2011,11,13,10,"RR",1,0.170817867,-0.092,10.6399993896484,94,-60.9913888888889,45.3638888888889,NA
"21015","255663_160464_7468","can",2011,11,17,5,"RR",1,-0.025955463,-0.092,10.75,99,-60.9747222222222,45.3775,NA
"21016","255664_101499_7469","can",2011,11,10,8,"RR",0,0.24276486,-0.092,11.1199998855591,99,-60.9747222222222,45.3775,NA
"21017","255665_106651_7470","can",2011,11,9,10,"RR",0,0.543378115,-0.092,11.0900001525879,63,-60.8801666666667,45.2341666666667,NA
"21018","255666_106651_7471","can",2011,11,10,12,"RR",0,0.24276486,-0.092,11.1199998855591,115,-60.8766666666667,45.3638888888889,NA
"21019","255667_106651_7472","can",2011,11,12,4,"RR",0,0.044888724,-0.092,10.7799997329712,16,-60.8591666666667,45.3177777777778,NA
"21020","255668_104058_7473","can",2011,11,1,8,"RR",0,-0.184927076,-0.092,11.4899997711182,94,-60.9913888888889,45.3638888888889,NA
"21021","255669_104058_7474","can",2011,11,2,9,"RR",0,-0.326140016,-0.092,11.5,99,-60.9747222222222,45.3775,NA
"21022","255670_104058_7475","can",2011,11,3,8,"RR",0,-0.135798842,-0.092,11.3299999237061,8,-60.8811111111111,45.347,NA
"21023","255671_104058_7476","can",2011,11,10,8,"RR",0,0.24276486,-0.092,11.1199998855591,94,-60.9913888888889,45.3638888888889,NA
"21024","255672_104058_7477","can",2011,11,8,8,"RR",0,0.787476718,-0.092,11.1199998855591,115,-60.8766666666667,45.3638888888889,NA
"21025","255673_104058_7478","can",2011,11,7,8,"RR",0,1.107955337,-0.092,11.0999994277954,16,-60.8591666666667,45.3188888888889,NA
"21026","255735_107555_7479","can",2011,11,2,8,"RR",1,-0.326140016,-0.092,11.5,60,-60.75,45.35,NA
"21027","255736_161301_7480","can",2011,11,10,14.5,"RR",1,0.24276486,-0.092,11.1199998855591,115,-60.8766666666667,45.3638888888889,NA
"21028","255737_156255_7481","can",2011,11,10,14.5,"RR",1,0.24276486,-0.092,11.1199998855591,47,-60.8905555555556,45.361,NA
"21029","255741_160464_7482","can",2011,11,7,7,"RR",0,1.107955337,-0.092,11.0999994277954,63,-60.8801666666667,45.2341666666667,NA
"21030","255742_160464_7483","can",2011,11,4,4,"RR",0,0.179297552,-0.092,11.1199998855591,18,-60.8786666666667,45.3436666666667,NA
"21031","255743_160464_7484","can",2011,11,6,9,"RR",0,1.081228375,-0.092,11.0500001907349,43,-60.8833333333333,45.25,NA
"21032","255744_160464_7485","can",2011,11,8,7,"RR",0,0.787476718,-0.092,11.1199998855591,53,-60.8336111111111,45.2841666666667,NA
"21033","255745_160464_7486","can",2011,11,9,7,"RR",0,0.543378115,-0.092,11.0900001525879,81,-60.9466666666667,45.3913888888889,NA
"21034","255746_161301_7487","can",2011,11,9,9.5,"RR",0,0.543378115,-0.092,11.0900001525879,16,-60.8591666666667,45.3188888888889,NA
"21035","255747_106723_7488","can",2011,11,1,13.5,"RR",0,-0.184927076,-0.092,11.4899997711182,16,-60.8591666666667,45.3177777777778,NA
"21036","255748_106723_7489","can",2011,11,2,13.5,"RR",0,-0.326140016,-0.092,11.5,53,-60.8336111111111,45.2841666666667,NA
"21037","255749_106723_7490","can",2011,11,3,12,"RR",0,-0.135798842,-0.092,11.3299999237061,115,-60.8766666666667,45.3638888888889,NA
"21038","255750_106723_7491","can",2011,11,4,10,"RR",0,0.179297552,-0.092,11.1199998855591,81,-60.9466666666667,45.3913888888889,NA
"21039","255751_106723_7492","can",2011,11,6,10,"RR",0,1.081228375,-0.092,11.0500001907349,18,-60.8786666666667,45.3436666666667,NA
"21040","255752_106723_7493","can",2011,11,7,14.5,"RR",0,1.107955337,-0.092,11.0999994277954,47,-60.8905555555556,45.361,NA
"21041","255753_106723_7494","can",2011,11,8,14.5,"RR",0,0.787476718,-0.092,11.1199998855591,16,-60.8591666666667,45.3188888888889,NA
"21042","255754_106723_7495","can",2011,11,9,14.5,"RR",0,0.543378115,-0.092,11.0900001525879,60,-60.75,45.35,NA
"21043","255755_104653_7496","can",2011,11,1,9,"RR",0,-0.184927076,-0.092,11.4899997711182,29,-60.8819444444444,45.2830555555556,NA
"21044","255756_104653_7497","can",2011,11,2,9,"RR",0,-0.326140016,-0.092,11.5,94,-60.9913888888889,45.3638888888889,NA
"21045","255757_104653_7498","can",2011,11,3,9,"RR",0,-0.135798842,-0.092,11.3299999237061,99,-60.9747222222222,45.3775,NA
"21046","255758_104653_7499","can",2011,11,4,8,"RR",0,0.179297552,-0.092,11.1199998855591,115,-60.8766666666667,45.3638888888889,NA
"21047","255759_104653_7500","can",2011,11,7,9,"RR",0,1.107955337,-0.092,11.0999994277954,63,-60.8801666666667,45.2341666666667,NA
"21048","255760_104653_7501","can",2011,11,8,10,"RR",0,0.787476718,-0.092,11.1199998855591,8,-60.8811111111111,45.347,NA
"21049","255761_104653_7502","can",2011,11,9,9,"RR",0,0.543378115,-0.092,11.0900001525879,60,-60.75,45.35,NA
"21050","255762_104653_7503","can",2011,11,10,9,"RR",0,0.24276486,-0.092,11.1199998855591,99,-60.9747222222222,45.3775,NA
"21051","255763_104653_7504","can",2011,11,13,10,"RR",0,0.170817867,-0.092,10.6399993896484,94,-60.9913888888889,45.3638888888889,NA
"21052","255859_160576_7505","can",2011,11,22,5,"RR",1,1.355583549,-0.092,9.78999996185303,53,-60.8336111111111,45.2841666666667,NA
"21053","255867_160464_7506","can",2011,11,16,11,"RR",0,-0.022040468,-0.092,10.75,47,-60.8905555555556,45.361,NA
"21054","255868_160464_7507","can",2011,11,15,12,"RR",0,-0.029938448,-0.092,10.6899995803833,60,-60.75,45.35,NA
"21055","255869_160464_7508","can",2011,11,14,3,"RR",0,-0.057632226,-0.092,10.3699998855591,101,-60.9747222222222,45.365,NA
"21056","255887_107046_7509","can",2011,10,29,1.29050715283801,"RR",0,0.199150443,0.042,11.3199996948242,10,-60.9311111111111,45.2819444444444,NA
"21057","255888_107046_7510","can",2011,10,28,6,"RR",0,0.322122604,0.042,11.3899993896484,106,-60.9772222222222,45.3669444444444,NA
"21058","255889_107046_7511","can",2011,10,25,7,"RR",0,0.480161279,0.042,11.5500001907349,44,-60.91,45.2477777777778,NA
"21059","255891_106723_7513","can",2011,11,14,7,"RR",0,-0.057632226,-0.092,10.3699998855591,16,-60.8591666666667,45.3177777777778,NA
"21060","255892_106723_7514","can",2011,11,15,6,"RR",0,-0.029938448,-0.092,10.6899995803833,115,-60.8766666666667,45.3638888888889,NA
"21061","256039_160576_7515","can",2011,11,20,13.5,"RR",0,1.233436465,-0.092,9.98999977111816,99,-60.9747222222222,45.3775,NA
"21062","256040_161301_7516","can",2011,11,22,4,"RR",0,1.355583549,-0.092,9.78999996185303,101,-60.9747222222222,45.365,NA
"21063","256041_161301_7517","can",2011,11,18,5,"RR",0,0.251968741,-0.092,10.2399997711182,81,-60.9466666666667,45.3913888888889,NA
"21064","256042_161301_7518","can",2011,11,16,8,"RR",0,-0.022040468,-0.092,10.75,94,-60.9913888888889,45.3638888888889,NA
"21065","256043_161301_7519","can",2011,11,15,5,"RR",0,-0.029938448,-0.092,10.6899995803833,53,-60.8336111111111,45.2841666666667,NA
"21066","256044_161301_7520","can",2011,11,14,6,"RR",0,-0.057632226,-0.092,10.3699998855591,47,-60.8905555555556,45.361,NA
"21067","256045_161301_7521","can",2011,11,13,6,"RR",0,0.170817867,-0.092,10.6399993896484,60,-60.75,45.35,NA
"21068","256046_161301_7522","can",2011,11,10,4,"RR",0,0.24276486,-0.092,11.1199998855591,60,-60.75,45.35,NA
"21069","256047_107145_7523","can",2011,10,18,11,"RR",0,-0.28354916,0.042,11.5699996948242,54,-60.9052777777778,45.2413888888889,NA
"21070","256048_107145_7524","can",2011,10,21,10,"RR",0,0.854014158,0.042,11.9499998092651,66,-60.9711111111111,45.3618333333333,NA
"21071","256049_107145_7525","can",2011,10,17,1,"RR",0,-0.199293703,0.042,11.5199995040894,46,-60.9,45.25,NA
"21072","256050_160576_7526","can",2011,11,14,13,"RR",0,-0.057632226,-0.092,10.3699998855591,29,-60.8819444444444,45.2830555555556,NA
"21073","256051_160576_7527","can",2011,11,13,11.8,"RR",0,0.170817867,-0.092,10.6399993896484,29,-60.8819444444444,45.2830555555556,NA
"21074","256052_160576_7528","can",2011,11,3,4,"RR",0,-0.135798842,-0.092,11.3299999237061,94,-60.9913888888889,45.3638888888889,NA
"21075","256053_160576_7529","can",2011,11,7,8,"RR",0,1.107955337,-0.092,11.0999994277954,16,-60.8591666666667,45.3188888888889,NA
"21076","256054_160576_7530","can",2011,11,9,10,"RR",0,0.543378115,-0.092,11.0900001525879,81,-60.9466666666667,45.3913888888889,NA
"21077","256055_160576_7531","can",2011,11,8,8,"RR",0,0.787476718,-0.092,11.1199998855591,81,-60.9466666666667,45.3913888888889,NA
"21078","256056_160576_7532","can",2011,11,16,13.5,"RR",0,-0.022040468,-0.092,10.75,94,-60.9913888888889,45.3638888888889,NA
"21079","256057_160576_7533","can",2011,11,17,12.5,"RR",0,-0.025955463,-0.092,10.75,16,-60.8591666666667,45.3188888888889,NA
"21080","256144_107054_7534","can",2011,10,23,6,"RR",0,0.661342561,0.042,11.7699995040894,49,-60.9180555555556,45.2271666666667,NA
"21081","256145_107054_7535","can",2011,10,22,7,"RR",0,0.853063107,0.042,11.8899993896484,43,-60.8833333333333,45.2666666666667,NA
"21082","256146_107054_7536","can",2011,10,21,6,"RR",0,0.854014158,0.042,11.9499998092651,43,-60.8833333333333,45.2666666666667,NA
"21083","256239_101499_7537","can",2011,11,19,4,"RR",0,0.73500514,-0.092,9.92999935150146,8,-60.8811111111111,45.347,NA
"21084","256240_101499_7538","can",2011,11,17,4,"RR",0,-0.025955463,-0.092,10.75,16,-60.8591666666667,45.3188888888889,NA
"21085","256241_101499_7539","can",2011,11,16,8,"RR",0,-0.022040468,-0.092,10.75,60,-60.75,45.35,NA
"21086","256242_101499_7540","can",2011,11,15,2,"RR",0,-0.029938448,-0.092,10.6899995803833,94,-60.9913888888889,45.3638888888889,NA
"21087","256431_104653_7541","can",2011,11,23,5,"RR",0,1.367090106,-0.092,9.76999950408936,16,-60.8591666666667,45.3188888888889,NA
"21088","256432_104653_7542","can",2011,11,22,8,"RR",0,1.355583549,-0.092,9.78999996185303,47,-60.8905555555556,45.361,NA
"21089","256433_104653_7543","can",2011,11,20,4,"RR",0,1.233436465,-0.092,9.98999977111816,47,-60.8905555555556,45.361,NA
"21090","256434_104653_7544","can",2011,11,19,8,"RR",0,0.73500514,-0.092,9.92999935150146,29,-60.8819444444444,45.2830555555556,NA
"21091","256435_104653_7545","can",2011,11,17,8,"RR",0,-0.025955463,-0.092,10.75,16,-60.8591666666667,45.3177777777778,NA
"21092","256436_104653_7546","can",2011,11,16,9,"RR",0,-0.022040468,-0.092,10.75,94,-60.9913888888889,45.3638888888889,NA
"21093","256437_104653_7547","can",2011,11,15,7,"RR",0,-0.029938448,-0.092,10.6899995803833,115,-60.8766666666667,45.3638888888889,NA
"21094","256438_104653_7548","can",2011,11,14,8,"RR",0,-0.057632226,-0.092,10.3699998855591,16,-60.8591666666667,45.3177777777778,NA
"21095","256591_160457_7549","can",2011,11,17,6,"RR",0,-0.025955463,-0.092,10.8699998855591,451,-65.6013888888889,42.0833333333333,NA
"21096","256592_160457_7550","can",2011,11,16,6,"RR",0,-0.022040468,-0.092,11.1999998092651,468,-65.6,42.0833333333333,NA
"21097","256593_160457_7551","can",2011,11,30,9.5,"RR",0,1.949686289,-0.092,10.8099994659424,564,-65.5833333333333,42.0666666666667,NA
"21098","256762_161301_7558","can",2011,11,7,8,"RR",0,1.107955337,-0.092,11.0999994277954,63,-60.8801666666667,45.2341666666667,NA
"21099","256763_156255_7559","can",2011,11,8,8,"RR",0,0.787476718,-0.092,11.1199998855591,47,-60.8905555555556,45.361,NA
"21100","256764_161301_7560","can",2011,11,4,1,"RR",0,0.179297552,-0.092,11.1199998855591,101,-60.9747222222222,45.365,NA
"21101","256765_161301_7561","can",2011,11,6,1,"RR",0,1.081228375,-0.092,11.0500001907349,63,-60.8801666666667,45.2341666666667,NA
"21102","256766_161301_7562","can",2011,11,1,9,"RR",0,-0.184927076,-0.092,11.4899997711182,16,-60.8591666666667,45.3177777777778,NA
"21103","256767_161301_7563","can",2011,11,2,8,"RR",0,-0.326140016,-0.092,11.5,8,-60.8811111111111,45.347,NA
"21104","256768_161301_7564","can",2011,11,3,8,"RR",0,-0.135798842,-0.092,11.3299999237061,60,-60.75,45.35,NA
"21105","256769_161301_7565","can",2011,10,28,2,"RR",0,0.322122604,0.042,11.3899993896484,49,-60.9180555555556,45.2271666666667,NA
"21106","256770_161301_7570","can",2011,10,29,6,"RR",0,0.199150443,0.042,11.3199996948242,35,-60.9113888888889,45.2569444444444,NA
"21107","256771_160573_7571","can",2011,11,8,11,"RR",0,0.787476718,-0.092,11.1199998855591,94,-60.9913888888889,45.3638888888889,NA
"21108","256772_101499_7572","can",2011,11,8,8,"RR",0,0.787476718,-0.092,11.1199998855591,115,-60.8766666666667,45.3638888888889,NA
"21109","256773_101499_7573","can",2011,11,7,8,"RR",0,1.107955337,-0.092,11.0999994277954,60,-60.75,45.35,NA
"21110","256774_101499_7574","can",2011,11,6,5,"RR",0,1.081228375,-0.092,11.0500001907349,16,-60.8591666666667,45.3177777777778,NA
"21111","258734_105429_7578","can",2011,10,29,6,"HARP",7,0.199150443,0.042,12.8899993896484,46,-64.35,44.1166666666667,NA
"21112","259197_151613_7579","can",2011,11,8,5,"RR",0,0.787476718,-0.092,11.1199998855591,8,-60.8811111111111,45.347,NA
"21113","259198_151613_7580","can",2011,11,13,1,"RR",0,0.170817867,-0.092,10.6399993896484,115,-60.8766666666667,45.3638888888889,NA
"21114","272247_153794_7824","can",2011,10,23,3,"RR",0,0.661342561,0.042,11.7699995040894,54,-60.9052777777778,45.2413888888889,NA
"21115","292284_104317_8695","can",2011,8,5,124,"TL",0,-1.695645571,0.126,16.3599987030029,624,-65.5555555555556,42.05,NA
"21116","267140_104404_7581","can",2012,8,4,18,"RR",4,-1.018515944,0.41,15.9799995422363,61,-66.6133333333333,44.57,NA
"21117","267170_104404_7582","can",2012,8,15,14,"RR",0,-0.692085743,0.41,16.2600002288818,190,-66.5333333333333,44.45,NA
"21118","267535_105340_7583","can",2012,8,8,30,"RR",2,-0.30447945,0.41,19.8299999237061,545,-65.5833333333333,42.0833333333333,NA
"21119","267874_107553_7587","can",2012,8,14,8.5,"HARP",2,-0.502641559,0.41,19.3199996948242,100,-66.25,42.1166666666667,NA
"21120","267874_107553_7588","can",2012,8,14,8.5,"HARP",1,-0.502641559,0.41,19.3199996948242,99,-66.2666666666667,42.1166666666667,NA
"21121","267874_107553_7589","can",2012,8,14,8.5,"HARP",1,-0.502641559,0.41,19.3199996948242,100,-66.2833333333333,42.1166666666667,NA
"21122","267874_107553_7590","can",2012,8,14,8.5,"HARP",1,-0.502641559,0.41,19.3199996948242,100,-66.3,42.1166666666667,NA
"21123","267874_107553_7591","can",2012,8,14,8.5,"HARP",1,-0.502641559,0.41,19.3199996948242,100,-66.3166666666667,42.1166666666667,NA
"21124","267874_107553_7592","can",2012,8,14,8.5,"HARP",2,-0.502641559,0.41,19.3199996948242,100,-66.3333333333333,42.1166666666667,NA
"21125","267874_107553_7593","can",2012,8,14,8.5,"HARP",2,-0.502641559,0.41,19.3199996948242,108,-66.25,42.1333333333333,NA
"21126","268007_105820_7594","can",2012,8,13,36,"RR",8,-0.216423467,0.41,18.7899990081787,128,-65,43,NA
"21127","268007_105820_7595","can",2012,8,14,36,"RR",0,-0.502641559,0.41,18.7999992370605,128,-65,43,NA
"21128","268195_104404_7596","can",2012,8,20,16,"RR",5,-1.244314671,0.41,15.2699995040894,188,-66.45,44.4166666666667,NA
"21129","268196_104404_7597","can",2012,8,7,12,"RR",0,-0.441736758,0.41,14.6399993896484,61,-66.6133333333333,44.57,NA
"21130","268408_104404_7598","can",2012,8,22,12.8656163867251,"RR",4,-0.272307932,0.41,14.6799993515015,66,-66.6666666666667,44.6833333333333,NA
"21131","268433_107050_7599","can",2012,8,22,14,"RR",1,-0.272307932,0.41,21.939998626709,700,-65.55,42.0333333333333,NA
"21132","268433_107050_7600","can",2012,8,22,14,"RR",1,-0.272307932,0.41,21.939998626709,853,-65.5166666666667,42.05,NA
"21133","268433_107050_7601","can",2012,8,22,14,"RR",0,-0.272307932,0.41,21.939998626709,514,-65.5666666666667,42.05,NA
"21134","268472_161027_7602","can",2012,8,22,24,"RR",2,-0.272307932,0.41,21.939998626709,669,-65.55,42.05,NA
"21135","268472_161027_7603","can",2012,8,22,24,"RR",4,-0.272307932,0.41,21.939998626709,514,-65.5666666666667,42.05,NA
"21136","268472_161027_7604","can",2012,8,22,24,"RR",1,-0.272307932,0.41,21.939998626709,181,-65.5833333333333,42.1333333333333,NA
"21137","268473_107152_7605","can",2012,8,22,24,"RR",0,-0.272307932,0.41,21.939998626709,807,-65.55,42.0166666666667,NA
"21138","268473_107152_7606","can",2012,8,22,24,"RR",0,-0.272307932,0.41,21.939998626709,700,-65.55,42.0333333333333,NA
"21139","268473_107152_7607","can",2012,8,23,24,"RR",0,-0.2789101,0.41,22.1700000762939,739,-65.5333333333333,42.05,NA
"21140","268473_107152_7608","can",2012,8,22,24,"RR",2,-0.272307932,0.41,21.939998626709,669,-65.55,42.05,NA
"21141","268473_107152_7609","can",2012,8,23,24,"RR",0,-0.2789101,0.41,22.1700000762939,514,-65.5666666666667,42.05,NA
"21142","268473_107152_7610","can",2012,8,23,24,"RR",0,-0.2789101,0.41,22.1700000762939,461,-65.5833333333333,42.05,NA
"21143","268473_107152_7611","can",2012,8,22,24,"RR",0,-0.272307932,0.41,21.939998626709,248,-65.65,42.05,NA
"21144","268474_105340_7612","can",2012,8,22,26,"RR",2,-0.272307932,0.41,21.939998626709,669,-65.55,42.05,NA
"21145","268474_105340_7613","can",2012,8,23,26,"RR",1,-0.2789101,0.41,22.1700000762939,514,-65.5666666666667,42.05,NA
"21146","268474_105340_7614","can",2012,8,23,26,"RR",1,-0.2789101,0.41,22.1700000762939,461,-65.5833333333333,42.05,NA
"21147","268474_105340_7615","can",2012,8,22,26,"RR",1,-0.272307932,0.41,21.939998626709,564,-65.5833333333333,42.0666666666667,NA
"21148","268487_161163_7616","can",2012,8,24,67,"RR",1,-0.412038386,0.41,21.1399993896484,700,-65.55,42.0333333333333,NA
"21149","268487_161163_7617","can",2012,8,24,67,"RR",1,-0.412038386,0.41,21.1399993896484,853,-65.5166666666667,42.05,NA
"21150","268487_161163_7618","can",2012,8,23,67,"RR",0,-0.2789101,0.41,22.1700000762939,514,-65.5666666666667,42.05,NA
"21151","268487_161163_7619","can",2012,8,24,67,"RR",3,-0.412038386,0.41,21.1399993896484,514,-65.5666666666667,42.05,NA
"21152","268559_106388_7620","can",2012,8,22,12,"RR",0,-0.272307932,0.41,21.939998626709,429,-65.6163333333333,42.0786666666667,NA
"21153","268560_106097_7621","can",2012,8,24,14,"RR",1,-0.412038386,0.41,16.2600002288818,58,-66.3166666666667,43.4333333333333,NA
"21154","268562_106336_7622","can",2012,8,23,23,"RR",1,-0.2789101,0.41,24.3400001525879,2842,-65.5833333333333,41.2166666666667,NA
"21155","268565_104317_7623","can",2012,8,24,18,"RR",1,-0.412038386,0.41,18.1700000762939,53,-65.35,43.45,NA
"21156","268583_106978_7624","can",2012,8,23,24,"RR",1,-0.2789101,0.41,15.2199993133545,74,-66.4,43.4833333333333,NA
"21157","268595_104404_7625","can",2012,8,26,30,"RR",0,-0.393188685,0.41,15.4499998092651,143,-66.2822222222222,44.5352777777778,NA
