"id","year","month","day","lat","lon","catch_n","state","prim_op","lines","fhours","party","bt_live","bt_art","bt_dead","fm_troll","fm_chunk","fm_chum","depth","bathy","field.sst","oisst","primary","secondary","nao","amo"
"2015-102406",2015,8,13,42.2666666666667,-70.2833333333333,0,"MA","Private",3,8,1,"Yes","No","Yes","No","No","No",-175,-27.2,20,18.9699993133545,"giant","large med",0.505761266,0.156
"2015-23-08-29",2015,8,13,43.5,-69.9166666666667,0,"ME","Private",4,6,2,"Yes","No","No","No","No","No",-240,-115.9,NA,17.0299987792969,"giant",NA,0.505761266,0.156
"2015-23-08-32",2015,8,13,43.2166666666667,-69.6666666666667,1,"ME","Private",2,13,2,"Yes","No","No","No","No","No",-198,-103.5,17.22,18.1700000762939,"giant",NA,0.505761266,0.156
"2015-23-08-33",2015,8,13,43.0166666666667,-70.2333333333333,1,"ME","Private",2,5,4,"Yes","No","No","No","No","No",-216,-152.6,16.67,17.75,"giant",NA,0.505761266,0.156
"2015-104001",2015,8,14,42.2666666666667,-70.2833333333333,0,"MA","Private",3,8,2,"Yes","No","No","No","No","No",-140,-27.2,18.89,19.2799987792969,"giant","large med",0.226976365,0.156
"2015-104002",2015,8,14,42.2666666666667,-70.2833333333333,0,"MA","Private",3,6,3,"Yes","No","No","No","No","No",-100,-27.2,NA,19.2799987792969,"giant","large med",0.226976365,0.156
"2015-104003",2015,8,14,42.1666666666667,-70.25,0,"MA","Private",3,6,3,"Yes","No","No","No","No","No",-140,-28.8,NA,19.5399990081787,"giant","large med",0.226976365,0.156
"2015-104005",2015,8,14,42.2666666666667,-70.2833333333333,0,"MA","Private",3,6,2,"Yes","No","No","No","No","No",-205,-27.2,NA,19.2799987792969,"giant","large med",0.226976365,0.156
"2015-103701",2015,8,14,42.2666666666667,-70.2833333333333,0,"MA","Private",4,6,3,"Yes","No","No","No","Yes","No",-200,-27.2,19.44,19.2799987792969,"giant",NA,0.226976365,0.156
"2015-103704",2015,8,14,42.9166666666667,-70.1666666666667,0,"MA","Charter",2,8,3,"Yes","No","No","Yes","No","No",-210,-100.7,20,18.2199993133545,"giant",NA,0.226976365,0.156
"2015-108202",2015,8,14,42.0833333333333,-70.1333333333333,0,"MA","Private",3,9,3,"Yes","No","No","No","No","No",-180,-11.2,18.89,19.5399990081787,"giant",NA,0.226976365,0.156
"2015-103702",2015,8,14,42.8333333333333,-70.4166666666667,0,"MA","Private",3,5,5,"Yes","No","No","Yes","No","No",-225,-128.5,18.89,18.0299987792969,"giant",NA,0.226976365,0.156
"2015-103703",2015,8,14,42.9166666666667,-70.1666666666667,0,"MA","Private",4,8,3,"Yes","No","No","No","No","No",-190,-100.7,18.89,18.2199993133545,"giant",NA,0.226976365,0.156
"2015-103705",2015,8,14,42.1666666666667,-70.25,0,"MA","Private",3,5,2,"Yes","No","No","No","No","No",-141,-28.8,20,19.5399990081787,"giant",NA,0.226976365,0.156
"2015-103706",2015,8,14,42.8333333333333,-70.4166666666667,0,"MA","Private",3,10,2,"Yes","No","No","No","No","No",-180,-128.5,17.78,18.0299987792969,"giant",NA,0.226976365,0.156
"2015-23-08-41",2015,8,14,43.1666666666667,-70.0833333333333,0,"ME","Private",2,8,3,"No","No","Yes","No","No","No",-180,-154.5,18.33,17.8400001525879,"giant",NA,0.226976365,0.156
"2015-23-08-40",2015,8,14,43.1666666666667,-70.0833333333333,1,"ME","Private",3,11,3,"Yes","No","No","No","No","No",-200,-154.5,16.11,17.8400001525879,"giant",NA,0.226976365,0.156
"2015-103405",2015,8,15,42.2666666666667,-70.2833333333333,0,"MA","Private",3,10,2,"Yes","No","No","No","No","No",-120,-27.2,19.44,19.6199989318848,"giant","large med",-0.038870234,0.156
"2015-108904",2015,8,15,42.2666666666667,-70.2833333333333,0,"MA","Private",3,6,3,"Yes","No","No","No","No","No",-115,-27.2,NA,19.6199989318848,"giant",NA,-0.038870234,0.156
"2015-108902",2015,8,15,42.2666666666667,-70.2833333333333,0,"MA","Private",4,7,3,"Yes","No","No","No","No","No",-1420,-27.2,18.33,19.6199989318848,"giant",NA,-0.038870234,0.156
"2015-108903",2015,8,15,42.1666666666667,-70.25,1,"MA","Private",7,8,2,"Yes","No","No","No","No","No",-180,-28.8,NA,19.7899990081787,"giant",NA,-0.038870234,0.156
"2015-106305",2015,8,15,42.9666666666667,-70.6,0,"NH","Charter",4,10,4,"Yes","No","No","No","Yes","No",-200,-32.8,NA,18.4899997711182,"giant",NA,-0.038870234,0.156
"2015-106302",2015,8,15,42.9166666666667,-70.1666666666667,0,"NH","Private",3,24,3,"Yes","No","Yes","No","Yes","No",-230,-100.7,20,18.7099990844727,"giant",NA,-0.038870234,0.156
"2015-106303",2015,8,15,43.1166666666667,-70.4166666666667,0,"NH","Private",2,6,3,"Yes","No","No","No","Yes","No",-140,-57,NA,18.3400001525879,"giant",NA,-0.038870234,0.156
"2015-106301",2015,8,15,42.8333333333333,-70.4166666666667,0,"NH","Charter",4,6,2,"Yes","No","No","No","Yes","No",-220,-128.5,20,18.5200004577637,"giant",NA,-0.038870234,0.156
"2015-106307",2015,8,15,42.75,-69.25,0,"NH","Private",2,8,2,"Yes","No","No","No","No","No",-230,-73.8,20,20.2299995422363,"giant",NA,-0.038870234,0.156
"2015-106304",2015,8,15,43.1166666666667,-70.4166666666667,0,"NH","Private",3,10,3,"Yes","No","Yes","No","Yes","No",-220,-57,NA,18.3400001525879,"giant",NA,-0.038870234,0.156
"2015-106306",2015,8,15,42.9666666666667,-70.4833333333333,0,"NH","Private",2,12,2,"Yes","No","No","No","Yes","No",-240,-90.9,16.67,18.5200004577637,"giant",NA,-0.038870234,0.156
"2015-107105",2015,8,15,39.5,-72.1666666666667,0,"NY","Private",7,6,4,"No","Yes","Yes","Yes","Yes","No",-1000,-230.3,21.11,26,NA,"giant",-0.038870234,0.156
"2015-107802",2015,8,15,41,-71.3333333333333,0,"RI","Private",7,4,4,"No","Yes","No","Yes","No","No",-180,-45.9,21.11,22.4099998474121,"giant",NA,-0.038870234,0.156
"2015-107801",2015,8,15,40.75,-70.9166666666667,1,"RI","Private",7,5,3,"No","Yes","No","Yes","No","No",-180,-59,NA,22.2099990844727,"giant",NA,-0.038870234,0.156
"2015-109803",2015,8,16,41.8333333333333,-70.3333333333333,0,"MA","Private",2,4,3,"Yes","No","No","No","No","No",-250,-24,NA,22.8500003814697,"giant","large med",0.105352245,0.156
"2015-110101",2015,8,16,42.1666666666667,-70.25,0,"MA","Private",2,8,3,"Yes","No","No","No","No","No",-85,-28.8,21.11,21.2899990081787,"giant",NA,0.105352245,0.156
"2015-109804",2015,8,16,42.2666666666667,-70.2833333333333,0,"MA","Private",2,24,3,"Yes","No","No","No","No","No",-165,-27.2,NA,20.8599987030029,"giant",NA,0.105352245,0.156
"2015-23-08-42",2015,8,16,43.3,-70.2833333333333,0,"ME","Private",2,6,3,"Yes","No","Yes","No","Yes","No",-230,-73,18.33,19.4599990844727,"giant",NA,0.105352245,0.156
"2015-111801",2015,8,16,42.8333333333333,-70.4166666666667,0,"NH","Private",2,5,3,"Yes","No","No","No","No","No",-200,-128.5,NA,19.8299999237061,"giant",NA,0.105352245,0.156
"2015-111802",2015,8,16,42.8333333333333,-70.4166666666667,0,"NH","Private",4,8,2,"Yes","No","No","No","No","No",-180,-128.5,18.89,19.8299999237061,"giant",NA,0.105352245,0.156
"2015-111803",2015,8,16,43.1666666666667,-70.4166666666667,0,"NH","Private",2,5,2,"Yes","No","No","No","No","No",-250,-64.7,21.67,19.7299995422363,"giant",NA,0.105352245,0.156
"2015-111702",2015,8,16,42.8333333333333,-70.4166666666667,0,"NH","Private",2,6,2,"Yes","No","No","No","No","No",-200,-128.5,20,19.8299999237061,"giant",NA,0.105352245,0.156
"2015-110201",2015,8,17,41.6833333333333,-69.5833333333333,0,"MA","Private",6,3,2,"No","Yes","Yes","Yes","No","No",-500,-127.6,19.44,19.9799995422363,"giant",NA,0.298736572,0.156
"2015-110904",2015,8,17,42.2666666666667,-70.2833333333333,0,"MA","Private",3,4,3,"Yes","No","No","No","No","No",-110,-27.2,21.11,21.1399993896484,"giant",NA,0.298736572,0.156
"2015-110903",2015,8,17,42.2666666666667,-70.2833333333333,0,"MA","Private",1,5,2,"No","Yes","No","No","No","No",-100,-27.2,NA,21.1399993896484,"giant",NA,0.298736572,0.156
"2015-110902",2015,8,17,42.2666666666667,-70.2833333333333,1,"MA","Private",3,3,2,"Yes","No","No","No","No","No",-200,-27.2,NA,21.1399993896484,"giant",NA,0.298736572,0.156
"2015-112001",2015,8,17,42.8666666666667,-70.5,0,"NH","Charter",2,6,2,"Yes","No","No","No","Yes","No",-200,-102.1,21.11,20.439998626709,"giant",NA,0.298736572,0.156
"2015-122101",2015,8,17,41.0833333333333,-71.1666666666667,0,"RI","Private",6,6,2,"No","Yes","Yes","Yes","No","Yes",-160,-33.1,NA,22.3400001525879,"giant",NA,0.298736572,0.156
"2015-110501",2015,8,18,42.4166666666667,-70.4166666666667,1,"MA","Charter",2,6,4,"Yes","No","No","No","No","No",-130,-32.5,20,21.2799987792969,"giant",NA,0.249570549,0.156
"2015-23-08-45",2015,8,19,43.25,-70.2833333333333,0,"ME","Private",2,15,2,"Yes","No","Yes","No","No","No",-186,-88.2,17.78,21.25,"giant",NA,0.023278886,0.156
"2015-112201",2015,8,19,42.9166666666667,-70.1666666666667,0,"NH","Charter",3,10,3,"Yes","No","No","No","Yes","No",-220,-100.7,18.33,20.8999996185303,"giant",NA,0.023278886,0.156
"2015-116601",2015,8,20,43,-70.4833333333333,0,"NH","Private",3,7,2,"Yes","No","No","No","No","No",-230,-89.4,22.22,20.6999988555908,"giant",NA,-0.496330589,0.156
"2015-119201",2015,8,21,42.2666666666667,-70.2833333333333,0,"MA","Private",2,5,2,"Yes","No","No","No","No","No",-100,-27.2,20.56,20.6800003051758,"giant",NA,-0.753483355,0.156
"2015-119301",2015,8,21,42.4166666666667,-70.4166666666667,0,"MA","Charter",4,6,6,"Yes","No","No","No","No","No",-120,-32.5,20,20.6800003051758,"giant",NA,-0.753483355,0.156
"2015-119302",2015,8,21,42.4166666666667,-70.4166666666667,0,"MA","Private",4,5,5,"Yes","No","Yes","No","Yes","No",-180,-32.5,20,20.6800003051758,"giant",NA,-0.753483355,0.156
"2015-120001",2015,8,21,42.9,-70.5166666666667,0,"NH","Charter",3,4,2,"Yes","No","No","No","Yes","No",-213,-75,21.11,20.3199996948242,"giant",NA,-0.753483355,0.156
"2015-120101",2015,8,21,42.8333333333333,-70.4166666666667,0,"NH","Charter",4,8,6,"Yes","No","Yes","No","Yes","No",-215,-128.5,19.44,20.439998626709,"giant",NA,-0.753483355,0.156
"2015-118502",2015,8,22,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,8,6,"Yes","No","No","No","No","No",-130,-27.2,20,20.8500003814697,"giant",NA,-0.836592436,0.156
"2015-118901",2015,8,22,42.1666666666667,-70.25,0,"MA","Private",3,4,4,"Yes","No","No","No","No","No",-139,-28.8,NA,21.689998626709,"giant",NA,-0.836592436,0.156
"2015-118902",2015,8,22,42.2666666666667,-70.2833333333333,0,"MA","Private",3,10,2,"Yes","No","No","No","No","No",-200,-27.2,21.11,20.8500003814697,"giant",NA,-0.836592436,0.156
"2015-118910",2015,8,22,42.2666666666667,-70.2833333333333,0,"MA","Private",5,8,2,"Yes","No","No","No","No","No",-110,-27.2,21.67,20.8500003814697,"giant",NA,-0.836592436,0.156
"2015-118503",2015,8,22,42.2666666666667,-70.2833333333333,0,"MA","Charter",2,8,2,"Yes","No","No","No","No","No",-150,-27.2,20,20.8500003814697,"giant",NA,-0.836592436,0.156
"2015-118504",2015,8,22,42.2666666666667,-70.2833333333333,0,"MA","Private",5,8,2,"No","Yes","No","Yes","No","No",-150,-27.2,20,20.8500003814697,"giant",NA,-0.836592436,0.156
"2015-118911",2015,8,22,42.1666666666667,-70.25,0,"MA","Private",2,8,2,"Yes","No","No","No","No","No",-145,-28.8,20.56,21.689998626709,"giant",NA,-0.836592436,0.156
"2015-118501",2015,8,22,42.9166666666667,-70.1666666666667,0,"MA","Charter",3,7,3,"Yes","No","No","No","No","Yes",-185,-100.7,20,20.2899990081787,"giant",NA,-0.836592436,0.156
"2015-118702",2015,8,22,42.8333333333333,-70.4166666666667,0,"MA","Private",3,2,6,"Yes","No","No","No","Yes","No",-220,-128.5,21.11,20.25,"giant",NA,-0.836592436,0.156
"2015-118905",2015,8,22,42.2666666666667,-70.2833333333333,0,"MA","Private",3,5,2,"Yes","No","No","No","No","No",-90,-27.2,NA,20.8500003814697,"giant",NA,-0.836592436,0.156
"2015-118906",2015,8,22,42.1666666666667,-70.25,1,"MA","Charter",2,3,2,"Yes","No","No","No","No","No",-116,-28.8,21.11,21.689998626709,"giant",NA,-0.836592436,0.156
"2015-118907",2015,8,22,42.2666666666667,-70.2833333333333,0,"MA","Private",4,4,4,"Yes","No","No","No","No","No",-110,-27.2,NA,20.8500003814697,"giant",NA,-0.836592436,0.156
"2015-118909",2015,8,22,42.1666666666667,-70.25,0,"MA","Private",4,7,5,"Yes","No","No","No","No","No",-183,-28.8,NA,21.689998626709,"giant",NA,-0.836592436,0.156
"2015-119701",2015,8,22,42.8333333333333,-70.4166666666667,0,"NH","Private",4,5,2,"Yes","No","No","No","No","No",-190,-128.5,NA,20.25,"giant",NA,-0.836592436,0.156
"2015-119601",2015,8,22,43,-70.4833333333333,0,"NH","Charter",2,2,2,"No","Yes","Yes","No","Yes","No",-250,-89.4,NA,20.25,"giant",NA,-0.836592436,0.156
"2015-119702",2015,8,22,42.9166666666667,-70.1666666666667,0,"NH","Charter",3,8,3,"Yes","No","No","No","Yes","No",-221,-100.7,20.56,20.2899990081787,"giant",NA,-0.836592436,0.156
"2015-123201",2015,8,23,42.2666666666667,-70.2833333333333,0,"MA","Charter",4,3,3,"Yes","No","No","No","No","No",-110,-27.2,20.56,20.4499988555908,"giant",NA,-0.976796448,0.156
"2015-123202",2015,8,23,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,6,6,"Yes","No","No","No","No","No",-100,-27.2,NA,20.4499988555908,"giant",NA,-0.976796448,0.156
"2015-127001",2015,8,24,42.2666666666667,-70.2833333333333,0,"MA","Private",1,1,2,"Yes","No","No","No","No","No",-100,-27.2,NA,20.0499992370605,"giant",NA,-1.543114424,0.156
"2015-128503",2015,8,25,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,9,6,"Yes","No","Yes","No","No","No",-150,-27.2,20.56,20.5200004577637,"giant","school",-1.55315733,0.156
"2015-128408",2015,8,25,42.1666666666667,-70.25,0,"MA","Private",4,10,2,"Yes","No","No","No","No","No",-120,-28.8,NA,20.9099998474121,"giant",NA,-1.55315733,0.156
"2015-128410",2015,8,25,42.1666666666667,-70.25,0,"MA","Private",4,9,3,"Yes","No","No","No","No","No",-130,-28.8,21.67,20.9099998474121,"giant",NA,-1.55315733,0.156
"2015-128502",2015,8,25,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,15,3,"Yes","No","No","No","No","No",-125,-27.2,20.56,20.5200004577637,"giant",NA,-1.55315733,0.156
"2015-128504",2015,8,25,42.9166666666667,-70.1666666666667,0,"MA","Charter",3,5,2,"Yes","No","Yes","No","Yes","No",-200,-100.7,20.56,19.6199989318848,"giant",NA,-1.55315733,0.156
"2015-128501",2015,8,25,42.2666666666667,-70.2833333333333,0,"MA","Private",3,7,2,"Yes","No","No","No","No","No",-140,-27.2,NA,20.5200004577637,"giant",NA,-1.55315733,0.156
"2015-128402",2015,8,25,42.2666666666667,-70.2833333333333,0,"MA","Private",1,2,2,"Yes","No","No","No","No","No",-104,-27.2,NA,20.5200004577637,"giant",NA,-1.55315733,0.156
"2015-128404",2015,8,25,42.2666666666667,-70.2833333333333,0,"MA","Private",3,4,2,"Yes","No","No","No","No","No",-130,-27.2,21.67,20.5200004577637,"giant",NA,-1.55315733,0.156
"2015-128405",2015,8,25,42.1666666666667,-70.25,0,"MA","Private",3,10,2,"Yes","No","No","No","No","No",-130,-28.8,21.11,20.9099998474121,"giant",NA,-1.55315733,0.156
"2015-128407",2015,8,25,42.1666666666667,-70.25,0,"MA","Private",4,10,3,"Yes","No","No","No","No","No",-125,-28.8,NA,20.9099998474121,"giant",NA,-1.55315733,0.156
"2015-128409",2015,8,25,42.2666666666667,-70.2833333333333,1,"MA","Private",4,8,4,"Yes","No","No","No","No","No",-150,-27.2,21.11,20.5200004577637,"giant",NA,-1.55315733,0.156
"2015-130601",2015,8,26,42.4166666666667,-70.4166666666667,0,"MA","Charter",3,7,4,"Yes","No","No","No","No","No",-150,-32.5,19.44,20.9899997711182,"giant",NA,-1.296741247,0.156
"2015-131403",2015,8,26,42.2666666666667,-70.2833333333333,0,"MA","Private",1,1,2,"Yes","No","No","No","No","No",-105,-27.2,NA,20.9899997711182,"giant",NA,-1.296741247,0.156
"2015-131405",2015,8,26,42.2666666666667,-70.2833333333333,0,"MA","Private",3,4,2,"Yes","No","No","No","No","No",-110,-27.2,21.11,20.9899997711182,"giant",NA,-1.296741247,0.156
"2015-131801",2015,8,26,42.4166666666667,-70.4166666666667,0,"MA","Charter",3,8,4,"Yes","No","No","No","No","Yes",-120,-32.5,20.56,20.9899997711182,"giant",NA,-1.296741247,0.156
"2015-130901",2015,8,26,43.1166666666667,-70.4166666666667,0,"NH","Private",2,7,2,"Yes","No","No","No","Yes","No",-200,-57,20,20.1800003051758,"giant",NA,-1.296741247,0.156
"2015-132104",2015,8,27,41.6833333333333,-69.5833333333333,0,"MA","Private",4,5,2,"No","Yes","No","Yes","No","No",-400,-127.6,21.11,21,"large med","giant",-1.207956553,0.156
"2015-132402",2015,8,27,42.4166666666667,-70.4333333333333,0,"MA","Charter",3,10,2,"Yes","No","No","No","No","No",-120,-30,NA,21.1499996185303,"giant",NA,-1.207956553,0.156
"2015-132102",2015,8,27,41.6833333333333,-69.5833333333333,0,"MA","Private",4,6,2,"No","Yes","Yes","Yes","No","No",-500,-127.6,19.44,21,"giant",NA,-1.207956553,0.156
"2015-132202",2015,8,27,42.0833333333333,-70.1333333333333,1,"MA","Private",2,6,2,"Yes","No","No","No","No","No",-160,-11.2,NA,21.1800003051758,"giant",NA,-1.207956553,0.156
"2015-132401",2015,8,27,42.4166666666667,-70.4166666666667,0,"MA","Private",3,10,4,"Yes","No","No","No","No","No",-120,-32.5,19.44,21.1499996185303,"giant",NA,-1.207956553,0.156
"2015-132503",2015,8,27,42.9166666666667,-70.1666666666667,0,"NH","Private",3,10,3,"Yes","No","No","Yes","Yes","Yes",-200,-100.7,20.56,20.6299991607666,"giant",NA,-1.207956553,0.156
"2015-132501",2015,8,27,42.9,-70.5666666666667,0,"NH","Private",3,8,2,"Yes","No","Yes","No","No","Yes",-260,-65.4,20,20.7999992370605,"giant",NA,-1.207956553,0.156
"2015-132506",2015,8,27,42.9166666666667,-70.1666666666667,0,"NH","Private",2,9,2,"No","No","Yes","No","Yes","No",-150,-100.7,NA,20.6299991607666,"giant",NA,-1.207956553,0.156
"2015-132507",2015,8,27,43,-70.4833333333333,2,"NH","Private",2,4,2,"Yes","No","No","No","No","Yes",-240,-89.4,NA,20.8099994659424,"giant",NA,-1.207956553,0.156
"2015-137401",2015,8,28,41.6666666666667,-69.9166666666667,0,"MA","Private",3,7,2,"No","Yes","Yes","Yes","No","No",-250,-13.7,19.44,21.0699996948242,"giant",NA,-0.790590882,0.156
"2015-137902",2015,8,28,42.6666666666667,-68.5833333333333,0,"NH","Charter",4,12,2,"Yes","No","No","No","Yes","No",-270,-197.6,19.44,21.9099998474121,"giant",NA,-0.790590882,0.156
"2015-134703",2015,8,28,42.8666666666667,-70.5833333333333,0,"NH","Private",2,8,2,"Yes","No","No","No","No","Yes",-220,-83.7,NA,20.6399993896484,"giant",NA,-0.790590882,0.156
"2015-137901",2015,8,28,42.9166666666667,-70.1666666666667,1,"NH","Private",4,8,6,"Yes","No","No","No","Yes","No",-220,-100.7,20,20.5399990081787,"giant",NA,-0.790590882,0.156
"2015-134701",2015,8,28,43,-70.3333333333333,1,"NH","Charter",2,8,2,"No","No","Yes","No","Yes","No",-200,-133.9,20.56,20.6199989318848,"giant",NA,-0.790590882,0.156
"2015-134702",2015,8,28,42.9166666666667,-70.1666666666667,1,"NH","Private",2,1,2,"No","No","Yes","No","Yes","No",-160,-100.7,NA,20.5399990081787,"giant",NA,-0.790590882,0.156
"2015-133301",2015,8,29,40.3166666666667,-71.5,0,"CT","Private",11,20,5,"No","Yes","No","Yes","No","No",-200,-80,26.67,24.9499988555908,"large med",NA,-0.684910417,0.156
"2015-23-08-49",2015,8,29,43.4166666666667,-70.2333333333333,0,"ME","Private",3,8,1,"Yes","No","No","No","No","No",-185,-86.8,16.11,19.3199996948242,"giant",NA,-0.684910417,0.156
"2015-134603",2015,8,29,42.8333333333333,-70.4166666666667,0,"NH","Private",3,22,1,"Yes","No","No","No","No","No",-200,-128.5,NA,20.3400001525879,"giant",NA,-0.684910417,0.156
"2015-137702",2015,8,29,42.8666666666667,-70.5,0,"NH","Private",2,4,2,"Yes","No","No","No","No","No",-290,-102.1,19.44,20.3400001525879,"giant",NA,-0.684910417,0.156
"2015-137701",2015,8,29,42.7833333333333,-70.55,0,"NH","Private",4,7,3,"Yes","No","No","No","No","No",-235,-99.3,21.11,20.439998626709,"giant",NA,-0.684910417,0.156
"2015-135403",2015,8,29,41,-71.3333333333333,0,"RI","Private",3,10,2,"Yes","No","Yes","No","Yes","No",-206,-45.9,23.33,23.3699989318848,"giant",NA,-0.684910417,0.156
"2015-134202",2015,8,30,42.9166666666667,-70.0833333333333,0,"MA","Private",1,5,2,"Yes","No","No","No","No","Yes",-235,-74,NA,20.4300003051758,"giant",NA,-0.81866014,0.156
"2015-23-08-53",2015,8,30,43.55,-69.9166666666667,0,"ME","Charter",3,8,1,"Yes","No","No","No","Yes","No",-209,-93,17.78,18.3400001525879,"giant","large med",-0.81866014,0.156
"2015-23-08-55",2015,8,30,43.5,-69.9166666666667,1,"ME","Private",2,20,3,"Yes","No","No","No","No","No",-250,-115.9,NA,18.3400001525879,"giant","large med",-0.81866014,0.156
"2015-23-08-57",2015,8,30,43.4166666666667,-70,0,"ME","Charter",2,8,3,"Yes","No","Yes","No","No","No",-240,-134.7,18.33,19.4699993133545,"giant",NA,-0.81866014,0.156
"2015-136702",2015,8,30,43,-70.4833333333333,0,"NH","Private",3,10,3,"Yes","No","Yes","No","Yes","No",-220,-89.4,NA,20.4499988555908,"giant",NA,-0.81866014,0.156
"2015-137801",2015,8,30,42.8333333333333,-70.4166666666667,0,"NH","Private",2,4,2,"No","Yes","No","Yes","No","No",-187,-128.5,19.44,20.4499988555908,"giant",NA,-0.81866014,0.156
"2015-136701",2015,8,30,42.9166666666667,-70.6,1,"NH","Private",3,12,2,"Yes","No","No","No","No","Yes",-260,-57.2,20.56,20.5699996948242,"giant",NA,-0.81866014,0.156
"2015-140401",2015,8,30,39.7833333333333,-70.2166666666667,0,"RI","Private",6,12,2,"No","Yes","Yes","Yes","Yes","No",-2000,-1653.2,27.78,27.7799987792969,"giant",NA,-0.81866014,0.156
"2015-139201",2015,8,31,42.4166666666667,-70.4166666666667,0,"MA","Charter",2,6,6,"Yes","No","No","No","No","No",-120,-32.5,20,21.1099987030029,"giant",NA,-0.95589155,0.156
"2015-139202",2015,8,31,42.5,-70.1666666666667,0,"MA","Charter",2,6,4,"Yes","No","No","No","No","No",-230,-80.7,20,20.8599987030029,"giant",NA,-0.95589155,0.156
"2015-23-08-59",2015,8,31,43.6,-70.1,0,"ME","Party",4,8,3,"Yes","No","No","No","No","No",-140,-26.9,20,18.8099994659424,"giant",NA,-0.95589155,0.156
"2015-23-08-60",2015,8,31,43.45,-70.2666666666667,1,"ME","Private",3,23,3,"Yes","No","No","No","No","No",-149,-43,18.89,19.9799995422363,"giant",NA,-0.95589155,0.156
"2015-139403",2015,8,31,42.8333333333333,-70.4166666666667,0,"NH","Charter",2,8,4,"Yes","No","No","No","Yes","No",-200,-128.5,24.44,20.5399990081787,"giant",NA,-0.95589155,0.156
"2015-139401",2015,8,31,42.8333333333333,-70.4166666666667,0,"NH","Private",2,5,2,"Yes","No","No","No","Yes","No",-180,-128.5,20,20.5399990081787,"giant",NA,-0.95589155,0.156
"2015-138602",2015,8,31,42.9666666666667,-70.4833333333333,0,"NH","Charter",2,9,3,"Yes","No","No","No","Yes","Yes",-190,-90.9,NA,20.5399990081787,"giant",NA,-0.95589155,0.156
"2015-139402",2015,8,31,42.8333333333333,-70.4166666666667,0,"NH","Charter",4,6,2,"Yes","No","No","No","Yes","No",-220,-128.5,22.22,20.5399990081787,"giant",NA,-0.95589155,0.156
"2015-141201",2015,9,2,42.2666666666667,-70.2833333333333,0,"MA","Charter",2,10,2,"Yes","No","No","No","No","No",-150,-27.2,20.56,20.9699993133545,"giant",NA,-0.719337821,0.278
"2015-23-09-01",2015,9,2,43.5166666666667,-70.1333333333333,0,"ME","Private",3,7,1,"Yes","No","No","No","No","No",-208,-31,18.33,19.1700000762939,"giant","large med",-0.719337821,0.278
"2015-23-09-02",2015,9,2,43.4,-70.1833333333333,0,"ME","Charter",3,7,2,"Yes","No","No","No","No","No",-300,-101,18.89,19.6299991607666,"giant",NA,-0.719337821,0.278
"2015-141301",2015,9,3,42.0833333333333,-70.1333333333333,0,"MA","Private",1,5,1,"Yes","No","No","No","No","No",-130,-11.2,21.11,20.8899993896484,"giant",NA,-0.716106236,0.278
"2015-141306",2015,9,3,42.9166666666667,-70.1666666666667,1,"MA","Private",3,4,2,"Yes","No","No","No","No","No",-166,-100.7,19.44,20.0699996948242,"giant",NA,-0.716106236,0.278
"2015-141806",2015,9,3,42.8666666666667,-70.4833333333333,0,"NH","Private",4,9,4,"Yes","No","No","No","Yes","No",-230,-103.1,21.11,20.25,"giant",NA,-0.716106236,0.278
"2015-141803",2015,9,3,42.8333333333333,-70.4166666666667,0,"NH","Private",2,10,2,"No","No","Yes","No","Yes","No",-180,-128.5,NA,20.25,"giant",NA,-0.716106236,0.278
"2015-141802",2015,9,3,42.8666666666667,-70.4833333333333,0,"NH","Charter",4,8,6,"Yes","No","No","No","No","Yes",-250,-103.1,NA,20.25,"giant",NA,-0.716106236,0.278
"2015-141804",2015,9,3,42.8666666666667,-70.4833333333333,0,"NH","Private",2,10,2,"Yes","No","Yes","No","No","No",-180,-103.1,22.22,20.25,"giant",NA,-0.716106236,0.278
"2015-141801",2015,9,3,42.8666666666667,-70.5,0,"NH","Private",2,6,3,"Yes","No","No","No","Yes","Yes",-250,-102.1,22.78,20.25,"giant",NA,-0.716106236,0.278
"2015-142901",2015,9,4,42.1666666666667,-70.25,0,"MA","Private",1,1,2,"Yes","No","No","No","No","No",-120,-28.8,21.11,19.8999996185303,"giant",NA,-0.732880473,0.278
"2015-144301",2015,9,5,42.1666666666667,-70.25,1,"MA","Private",2,5,5,"Yes","No","No","No","No","No",-140,-28.8,NA,19.4899997711182,"giant","large med",-0.564668655,0.278
"2015-147503",2015,9,5,42.1666666666667,-70.25,1,"MA","Private",4,5,4,"Yes","No","No","Yes","No","No",-175,-28.8,20,19.4899997711182,"giant",NA,-0.564668655,0.278
"2015-144302",2015,9,5,42.4166666666667,-70.4166666666667,1,"MA","Private",4,6,2,"Yes","No","No","No","No","No",-130,-32.5,NA,19.6599998474121,"giant",NA,-0.564668655,0.278
"2015-144303",2015,9,5,42.2666666666667,-70.2833333333333,1,"MA","Private",2,1,2,"Yes","No","No","No","No","No",-100,-27.2,NA,19.6599998474121,"giant",NA,-0.564668655,0.278
"2015-144309",2015,9,5,42.2666666666667,-70.2833333333333,0,"MA","Private",3,10,2,"Yes","No","No","No","No","No",-140,-27.2,18.89,19.6599998474121,"giant",NA,-0.564668655,0.278
